customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9550-ZLONZ,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.18,628.19,No
6023-QGJVM,Male,0,Yes,No,66,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.3,5453.21,No
5564-JRHBL,Female,0,No,No,1,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),106.5,113.34,No
6021-NKHMH,Female,0,Yes,No,11,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),105.75,1086.2,No
4298-BITSD,Male,1,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,16.42,328.23,No
9199-EJBJX,Female,0,Yes,Yes,61,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.31,5128.08,No
2361-UJNTE,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.66,5734.48,No
2289-YGHUF,Male,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,86.61,2481.83,No
4900-HHIVW,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),132.18,6163.81,No
9727-EDZJC,Female,1,No,No,31,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.27,3476.82,No
3328-CHUZS,Male,0,No,Yes,70,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),98.09,6869.11,No
7732-TZFDW,Female,1,Yes,No,10,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),106.52,1145.34,No
6784-EEZGE,Male,1,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),15.37,452.92,No
5434-ZBUJZ,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,16.9,743.52,Yes
1581-VEMDY,Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,85.14,2303.65,No
7919-FENLY,Female,1,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.48,984.23,No
6408-CQNIC,Female,1,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.01,1445.35,No
4110-KVBEW,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.42,4948.95,No
4100-KUSHO,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,112.69,5478.25,No
3969-ZLFXI,Male,0,Yes,No,6,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,123.26,710.13,No
4755-BEEXX,Male,0,No,No,60,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,92.01,5502.28,No
5434-DWTZD,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,130.28,2390.62,No
5155-XMGLA,Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.92,84.79,No
1243-JJBSQ,Male,0,Yes,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.57,708.22,No
9924-CPDGC,Female,1,Yes,Yes,32,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.07,2658.38,Yes
5550-ZZHCP,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),112.53,6903.43,No
8931-INUUE,Male,0,Yes,Yes,45,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,83.18,3968.29,No
7114-WOZTS,Male,1,No,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.91,389.47,No
9037-WYFFP,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,94.36,2279.6,No
2529-SQGTM,Male,0,No,Yes,55,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,80.66,4176.15,No
1321-GRUZA,Male,0,Yes,No,21,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,82.07,1636.4,No
8479-OSOWS,Male,1,No,Yes,70,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,95.79,6210.17,No
7002-CWXAK,Female,1,No,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,17.26,930.26,No
7473-ECGHX,Female,0,No,No,20,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,109.05,2392.05,No
4865-OPNSC,Female,0,No,No,21,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,65.91,1303.68,No
8522-PIGUH,Female,1,No,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.5,180.11,Yes
4583-IDKMD,Female,1,No,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),108.53,6119.82,No
7552-CAFPU,Female,1,No,No,27,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.81,2861.84,No
7377-JLOZD,Female,1,Yes,No,46,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),104.79,5126.28,No
5029-AMQGC,Female,0,No,No,25,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.02,565.8,Yes
5160-YTYBI,Male,1,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.07,1230.59,No
4010-CRXBS,Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),71.57,3943.36,No
7660-HRZDO,Female,0,No,No,16,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,87.18,1525.48,No
5896-HMPIU,Female,0,No,No,13,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.38,1255.22,No
6331-OXMIC,Female,1,Yes,Yes,3,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,88.5,278.34,No
9495-XRKUR,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.67,1423.26,No
3899-ZQCYB,Female,1,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.5,1607.55,No
2091-JQMFT,Male,0,Yes,No,27,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,77.73,2067.54,No
2990-NMJHE,Female,1,No,No,51,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.37,3988.28,No
5290-OQWFU,Female,0,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.47,1181.8,No
5126-XLERN,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.97,4490.09,No
8795-PVCCO,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,93.81,5962.93,No
8480-PUYQG,Female,1,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.42,520.1,No
8427-VEVUH,Female,1,No,No,33,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.83,2350.82,No
3516-UBYGW,Male,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),74.83,5590.02,No
1054-LHEWR,Male,0,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.12,1150.24,No
6621-LWGBW,Male,1,No,Yes,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.79,105.87,No
6570-FJIAB,Female,1,No,No,45,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),122.85,5283.08,No
8391-GYCRJ,Male,0,Yes,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,73.78,375.97,No
9701-IRAQJ,Male,1,No,Yes,72,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,77.61,5130.15,No
6331-CJFJQ,Female,0,No,No,62,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),65.72,4010.61,No
4554-FEBDC,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),78.85,3573.09,No
6853-PYMTY,Male,0,Yes,No,19,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,77.04,1560.31,No
4932-OJHJW,Female,1,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,93.76,291.89,Yes
7691-YPVXT,Female,0,Yes,Yes,47,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,72.08,3343.98,No
7675-KMDPS,Male,1,Yes,Yes,41,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,60.81,2728.12,No
9872-IAMTO,Female,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.16,910.4,No
8769-IWTYK,Male,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.92,1352.4,No
9809-MUBPO,Male,0,No,No,5,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),85.71,401.2,No
4418-AQVYH,Female,1,Yes,No,38,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),91.71,3421.54,No
2563-YJVDQ,Female,0,No,Yes,8,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.27,726.12,Yes
4586-FKERL,Female,1,No,No,52,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.87,3542.36,No
5010-UAFHT,Female,0,Yes,No,56,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,71.43,3792.91,No
7056-VNRKX,Male,1,Yes,Yes,32,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),103.35,3382.77,No
3323-PSWJR,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,103.23,1292.25,No
8402-WXSAF,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,105.7,7635.33,No
2222-SRLDI,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,115.48,632.65,No
4724-OXFMD,Male,1,Yes,Yes,47,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.41,3824.92,No
6362-NJURM,Female,0,Yes,No,20,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.26,1994.4,No
8777-RICRR,Female,0,Yes,No,72,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.52,1460.07,No
1883-KUDWM,Female,1,No,Yes,64,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,101.09,6510.04,Yes
8326-CHHHA,Female,0,No,No,24,Yes,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),63.84,1598.13,No
3822-QAYOP,Male,0,No,Yes,68,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,119.0,7705.45,No
1834-SGVFF,Male,1,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.87,389.54,Yes
5841-ZBIBQ,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.65,188.78,Yes
1265-UUHUX,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.52,258.98,No
2466-QODCN,Male,1,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.75,92.41,Yes
5462-SRTKF,Female,1,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.77,6424.0,No
9244-FTTEZ,Female,1,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.68,252.92,No
5672-ADUCC,Female,1,No,Yes,32,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.33,2274.84,No
1209-NTNGK,Male,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.68,2433.68,No
1534-YDLNK,Male,0,Yes,No,38,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,86.48,3317.82,No
5464-TDAJQ,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.35,1322.65,No
8043-YFXXN,Male,0,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.54,384.42,No
1176-JPSCV,Male,1,Yes,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,17.59,1067.8,Yes
7288-HBLWW,Male,1,Yes,Yes,59,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,95.18,5124.18,No
7514-DMLXA,Female,1,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.35,1143.87,No
2431-IHWTT,Female,1,Yes,Yes,29,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.96,2412.61,No
2776-TCBCC,Female,0,No,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.39,1562.36,No
9931-OXZOA,Male,0,Yes,No,32,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),72.47,2510.69,No
7783-MUORU,Male,0,Yes,No,31,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.54,2313.92,No
6164-KRXWJ,Male,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.55,937.78,No
1640-VJCMY,Male,1,Yes,Yes,57,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,15.15,804.33,No
7564-OLSLL,Female,1,Yes,No,28,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,76.48,2036.8,No
2693-XNJGH,Female,0,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),17.79,680.22,Yes
9330-TZGDY,Female,1,Yes,No,52,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,83.5,4175.85,No
6534-TAQNI,Male,1,Yes,No,66,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),17.65,1120.57,Yes
9209-BWBPV,Male,1,No,No,5,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),84.37,462.45,No
3310-AONKI,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.53,738.95,No
3745-EXXJS,Female,0,Yes,Yes,31,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,66.35,2157.14,No
3817-IHNJM,Male,0,No,Yes,56,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,113.16,6547.37,No
7052-JYZFJ,Male,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.33,63.0,No
2890-ONRWD,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.98,1321.61,No
1589-LYRJJ,Male,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),93.66,3364.65,No
3838-QUYMH,Male,1,Yes,No,42,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,96.66,3950.95,No
9559-XHCSV,Male,1,No,No,11,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.47,238.42,No
9957-WQJKL,Male,0,No,Yes,44,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),78.95,3698.72,No
2739-AMWDL,Male,1,No,Yes,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.37,5381.65,No
9081-YWMUY,Female,0,Yes,No,27,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,88.32,2467.89,No
4533-SCRSY,Female,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.08,197.02,No
9068-IDJMJ,Female,0,No,No,4,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),82.65,330.49,No
7578-ZKPDG,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),83.7,87.11,No
4667-LNBOZ,Female,1,No,No,59,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),61.23,3705.51,No
2887-DTODC,Female,1,Yes,Yes,24,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),120.72,2733.0,No
4464-CLYSE,Male,1,Yes,No,71,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.61,1681.0,No
9203-AATJP,Female,1,Yes,No,27,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.79,1739.16,No
5856-ZMGLG,Male,0,Yes,Yes,15,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.3,1133.01,No
5028-XZYUO,Male,1,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.92,867.85,No
8216-AZNPK,Male,0,Yes,Yes,26,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,78.7,1889.5,No
1943-NIXRD,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,17.04,1143.34,Yes
3205-YKEKX,Female,0,Yes,Yes,4,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),90.02,366.59,No
4972-LOCXK,Male,0,No,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.24,22.76,No
8895-WXEPN,Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.06,4734.63,No
2647-ESDMS,Female,1,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.72,813.61,No
4326-LQNFS,Female,1,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.65,413.7,No
7155-TTIQE,Female,1,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.52,1295.75,No
4148-BNZWP,Female,0,No,No,70,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.62,4856.67,No
3931-PALFX,Female,1,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.55,1285.6,No
3813-JAIMY,Male,1,No,Yes,52,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.87,5277.9,No
7931-XLQDJ,Male,1,No,Yes,51,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),74.51,3561.93,No
5291-GOBHI,Female,0,Yes,No,27,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),89.13,2577.96,No
2627-EDMYF,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.93,1416.1,No
6245-DHVWK,Male,0,No,Yes,33,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.62,2620.53,No
7812-EJJJH,Male,1,Yes,Yes,3,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),91.34,298.98,No
5342-MGSZD,Male,0,Yes,No,27,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,82.44,2196.38,No
3728-FRALN,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.32,5558.55,No
8153-YIGQI,Female,0,No,Yes,64,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),94.19,5927.35,No
1561-IBRCZ,Male,0,Yes,No,50,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.23,1168.35,No
6299-DNIQH,Female,1,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.36,64.46,No
5642-XRVPO,Male,0,No,No,15,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),90.93,1239.22,No
3638-UMLHP,Male,1,Yes,Yes,54,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,110.72,6083.54,Yes
3356-TVPZL,Male,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,93.97,4192.14,No
2277-FEGGO,Female,0,Yes,No,27,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),91.13,2591.65,No
3268-YJHSL,Female,0,Yes,No,9,Yes,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,63.82,613.72,No
9303-PPJEO,Female,1,No,Yes,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.59,2723.0,No
2518-MHCKK,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,116.25,1423.59,No
4166-GLKGU,Female,1,Yes,No,51,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.56,1065.8,No
2631-BYCCZ,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.68,187.66,Yes
5728-KUOGD,Male,1,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.12,7197.65,No
8473-RUBWE,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.38,1683.48,Yes
8094-VDINR,Male,1,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.2,821.01,No
9633-TEYWH,Female,0,Yes,No,2,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,93.18,185.79,Yes
3071-GQHUC,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.63,1972.03,No
2519-AVWDA,Female,1,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,120.01,7586.87,No
2939-RXKGO,Male,1,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.81,1698.63,No
3638-XUXEL,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,86.52,1724.63,No
8036-QGLWK,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),134.26,3391.18,No
4905-OQTXV,Female,0,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,86.2,1940.75,No
